model,event_index,year,draw_number,drawing_no,date,predicted_top6,actual_numbers,matched_numbers,hit_count
recency_250_baseline,8262,2012,32,2,,2 5 9 24 35 48,11 15 23 27 33 43,,0
recency_250_baseline,8263,2012,33,1,,2 5 9 15 24 48,6 15 22 29 30 42,15,1
recency_250_baseline,8264,2012,33,2,,2 5 9 15 24 48,5 21 36 42 44 47,5,1
recency_250_baseline,8265,2012,34,1,,2 5 9 15 24 48,11 36 38 40 47 48,48,1
recency_250_baseline,8266,2012,34,2,,2 5 6 15 24 48,6 7 20 28 40 49,6,1
recency_250_baseline,8267,2012,35,1,,2 5 6 15 24 48,1 12 19 20 35 38,,0
recency_250_baseline,8268,2012,35,2,,2 6 15 24 35 48,7 9 21 33 38 39,,0
recency_250_baseline,8269,2012,36,1,,2 6 9 15 24 48,7 8 10 11 23 35,,0
recency_250_baseline,8270,2012,36,2,,2 6 9 15 24 48,15 17 20 22 28 29,15,1
recency_250_baseline,8271,2012,37,1,,2 6 9 15 24 48,4 10 15 25 33 45,15,1
recency_250_baseline,8272,2012,37,2,,2 6 9 15 24 48,2 6 18 27 31 39,2 6,2
recency_250_baseline,8273,2012,38,1,,2 6 9 15 24 48,2 3 12 15 31 48,2 15 48,3
recency_250_baseline,8274,2012,38,2,,2 6 9 15 24 48,3 20 30 32 37 48,48,1
recency_250_baseline,8275,2012,39,1,,2 6 9 15 24 48,14 18 27 29 31 39,,0
recency_250_baseline,8276,2012,39,2,,2 6 9 15 40 48,4 15 17 23 28 48,15 48,2
recency_250_baseline,8277,2012,40,1,,2 6 9 15 40 48,21 23 29 30 43 44,,0
recency_250_baseline,8278,2012,40,2,,2 4 9 15 40 48,1 10 11 39 46 47,,0
recency_250_baseline,8279,2012,41,1,,2 9 14 15 40 48,11 15 27 30 31 43,15,1
recency_250_baseline,8280,2012,41,2,,2 9 14 15 40 48,3 6 12 29 48 49,48,1
recency_250_baseline,8281,2012,42,1,,2 3 9 14 15 48,1 4 5 7 16 35,,0
recency_250_baseline,8282,2012,42,2,,2 3 4 9 15 48,8 36 38 41 43 46,,0
recency_250_baseline,8283,2012,43,1,,2 3 4 9 15 48,9 19 21 33 43 47,9,1
recency_250_baseline,8284,2012,43,2,,2 3 4 9 15 48,1 4 17 29 30 39,4,1
recency_250_baseline,8285,2012,44,1,,2 3 4 9 15 48,16 18 34 39 40 41,,0
recency_250_baseline,8286,2012,44,2,,2 3 9 15 40 48,14 25 29 31 38 39,,0
recency_250_baseline,8287,2012,45,1,,2 3 9 15 40 48,5 11 12 18 40 47,40,1
recency_250_baseline,8288,2012,45,2,,2 9 15 21 40 48,2 7 8 13 31 44,2,1
recency_250_baseline,8289,2012,46,1,,2 9 15 21 40 48,7 10 23 37 40 43,40,1
recency_250_baseline,8290,2012,46,2,,2 9 15 21 40 48,1 7 21 23 35 47,21,1
recency_250_baseline,8291,2012,47,1,,2 9 15 21 40 48,1 16 21 22 43 49,21,1
recency_250_baseline,8292,2012,47,2,,2 9 15 21 40 48,7 17 19 36 40 41,40,1
recency_250_baseline,8293,2012,48,1,,2 9 15 21 40 48,5 7 22 24 30 34,,0
recency_250_baseline,8294,2012,48,2,,2 9 15 21 40 48,3 4 21 27 28 34,21,1
recency_250_baseline,8295,2012,49,1,,2 4 15 21 40 48,2 5 21 22 33 46,2 21,2
recency_250_baseline,8296,2012,49,2,,2 9 15 21 40 48,18 26 28 30 31 47,,0
recency_250_baseline,8297,2012,50,1,,2 4 15 21 40 48,1 6 10 30 31 32,,0
recency_250_baseline,8298,2012,50,2,,2 4 15 21 40 48,1 24 25 31 44 49,,0
recency_250_baseline,8299,2012,51,1,,2 15 21 31 40 48,11 13 19 34 36 40,40,1
recency_250_baseline,8300,2012,51,2,,2 15 21 31 40 48,9 18 19 25 26 41,,0
recency_250_baseline,8301,2012,52,1,,2 15 21 31 40 48,4 29 38 45 47 48,48,1
recency_250_baseline,8302,2012,52,2,,2 15 21 31 40 48,6 22 23 30 38 49,,0
recency_250_baseline,8303,2012,53,1,,2 15 21 31 40 48,18 21 23 24 38 48,21 48,2
recency_250_baseline,8304,2012,53,2,,2 15 21 31 40 48,4 11 19 22 24 32,,0
recency_250_baseline,8305,2012,54,1,,2 15 21 31 40 48,6 10 19 29 34 36,,0
recency_250_baseline,8306,2012,54,2,,2 15 21 31 40 48,1 3 9 13 19 21,21,1
recency_250_baseline,8307,2012,55,1,,2 9 15 21 40 48,10 15 17 20 40 43,15 40,2
recency_250_baseline,8308,2012,55,2,,2 9 15 21 40 48,5 13 27 39 42 47,,0
recency_250_baseline,8309,2012,56,1,,2 9 15 21 40 48,13 17 18 21 47 49,21,1
recency_250_baseline,8310,2012,56,2,,2 9 15 21 40 48,4 8 12 17 32 45,,0
recency_250_baseline,8311,2012,57,1,,2 15 17 21 40 48,5 11 21 32 38 48,21 48,2
recency_250_baseline,8312,2012,57,2,,2 3 15 21 40 48,4 11 17 20 36 48,48,1
recency_250_baseline,8313,2012,58,1,,2 15 17 21 40 48,1 3 5 8 42 43,,0
recency_250_baseline,8314,2012,58,2,,2 3 15 21 40 48,6 32 38 42 45 47,,0
recency_250_baseline,8315,2012,59,1,,2 3 15 21 40 48,2 25 27 34 35 44,2,1
recency_250_baseline,8316,2012,59,2,,2 3 15 21 40 48,9 11 18 21 22 41,21,1
recency_250_baseline,8317,2012,60,1,,2 3 15 21 40 48,4 5 7 34 40 42,40,1
recency_250_baseline,8318,2012,60,2,,2 3 15 21 40 48,3 10 18 32 35 38,3,1
recency_250_baseline,8319,2012,61,1,,2 3 15 21 40 48,10 17 21 23 25 47,21,1
recency_250_baseline,8320,2012,61,2,,2 3 15 17 21 48,1 5 11 14 33 40,,0
recency_250_baseline,8321,2012,62,1,,2 3 15 21 40 48,14 17 20 34 35 46,,0
recency_250_baseline,8322,2012,62,2,,2 15 17 21 40 48,11 19 23 27 30 47,,0
recency_250_baseline,8323,2012,63,1,,2 15 17 21 40 48,2 3 14 19 27 28,2,1
recency_250_baseline,8324,2012,63,2,,2 3 15 17 21 48,7 19 20 25 28 42,,0
recency_250_baseline,8325,2012,64,1,,2 3 15 17 21 48,1 5 31 33 34 41,,0
recency_250_baseline,8326,2012,64,2,,2 3 15 17 21 48,14 16 27 29 44 46,,0
recency_250_baseline,8327,2012,65,1,,2 3 15 17 21 48,16 20 25 28 40 49,,0
recency_250_baseline,8328,2012,65,2,,2 3 15 21 40 48,4 8 9 19 39 42,,0
recency_250_baseline,8329,2012,66,1,,2 3 15 21 40 48,11 23 34 35 41 47,,0
recency_250_baseline,8330,2012,66,2,,2 3 15 21 40 48,6 12 13 17 19 44,,0
recency_250_baseline,8331,2012,67,1,,2 3 15 21 40 48,14 15 36 47 48 49,15 48,2
recency_250_baseline,8332,2012,67,2,,2 3 15 21 40 48,18 25 30 37 41 49,,0
recency_250_baseline,8333,2012,68,1,,2 3 15 21 40 48,6 16 19 26 29 45,,0
recency_250_baseline,8334,2012,68,2,,2 3 15 21 40 48,4 19 20 28 40 49,40,1
recency_250_baseline,8335,2012,69,1,,2 3 15 21 40 48,1 8 26 27 30 44,,0
recency_250_baseline,8336,2012,69,2,,2 3 15 21 40 48,5 7 11 19 42 46,,0
recency_250_baseline,8337,2012,70,1,,3 11 15 21 40 48,11 19 21 36 41 42,11 21,2
recency_250_baseline,8338,2012,70,2,,3 11 15 19 21 48,19 25 28 29 34 44,19,1
recency_250_baseline,8339,2012,71,1,,3 11 15 19 21 48,3 9 11 24 30 37,3 11,2
recency_250_baseline,8340,2012,71,2,,3 11 15 19 21 48,2 12 14 23 24 48,48,1
recency_250_baseline,8341,2012,72,1,,3 11 15 19 21 48,5 18 32 35 43 49,,0
recency_250_baseline,8342,2012,72,2,,3 11 15 19 21 48,11 26 32 33 39 47,11,1
recency_250_baseline,8343,2012,73,1,,3 11 15 19 21 48,10 12 31 41 42 43,,0
recency_250_baseline,8344,2012,73,2,,3 11 15 19 21 48,7 21 24 29 34 49,21,1
recency_250_baseline,8345,2012,74,1,,3 11 15 19 21 48,12 14 17 20 33 44,,0
recency_250_baseline,8346,2012,74,2,,3 11 15 19 21 48,11 13 16 21 22 37,11 21,2
recency_250_baseline,8347,2012,75,1,,3 11 15 19 21 48,3 12 18 21 31 49,3 21,2
recency_250_baseline,8348,2012,75,2,,3 11 15 19 21 48,3 18 31 41 43 48,3 48,2
recency_250_baseline,8349,2012,76,1,,3 11 15 19 21 48,11 19 32 36 38 44,11 19,2
recency_250_baseline,8350,2012,76,2,,3 11 15 19 21 48,16 20 23 29 42 46,,0
recency_250_baseline,8351,2012,77,1,,3 11 15 19 21 48,1 8 9 28 33 36,,0
recency_250_baseline,8352,2012,77,2,,3 11 15 19 21 48,3 6 10 15 31 43,3 15,2
recency_250_baseline,8353,2012,78,1,,3 11 15 19 21 48,4 6 8 11 16 29,11,1
recency_250_baseline,8354,2012,78,2,,3 11 15 19 21 48,8 12 22 38 44 48,48,1
recency_250_baseline,8355,2012,79,1,,3 11 15 19 21 48,13 16 19 23 24 41,19,1
recency_250_baseline,8356,2012,79,2,,3 11 15 19 21 48,3 5 18 27 32 46,3,1
recency_250_baseline,8357,2012,80,1,,3 11 18 19 21 48,1 25 26 31 33 46,,0
recency_250_baseline,8358,2012,80,2,,3 11 18 19 21 48,1 3 4 8 32 35,3,1
recency_250_baseline,8359,2012,81,1,,3 11 18 19 21 48,22 24 31 38 41 44,,0
recency_250_baseline,8360,2012,81,2,,3 11 18 19 21 48,12 24 25 41 45 49,,0
recency_250_baseline,8361,2012,82,1,,3 11 18 19 21 48,1 19 23 27 29 41,19,1
recency_250_baseline,8362,2012,82,2,,3 11 18 19 21 48,9 24 26 32 42 47,,0
recency_250_baseline,8363,2012,83,1,,3 11 18 19 21 48,2 5 18 25 33 43,18,1
recency_250_baseline,8364,2012,83,2,,3 11 18 19 21 48,13 16 30 31 37 38,,0
recency_250_baseline,8365,2012,84,1,,3 11 18 19 21 32,14 25 26 32 37 47,32,1
recency_250_baseline,8366,2012,84,2,,3 11 18 19 21 32,4 9 14 16 23 48,,0
recency_250_baseline,8367,2012,85,1,,3 11 18 19 21 48,6 21 33 36 44 45,21,1
recency_250_baseline,8368,2012,85,2,,3 11 18 19 21 48,9 11 15 17 20 48,11 48,2
recency_250_baseline,8369,2012,86,1,,3 11 18 19 21 48,4 9 38 43 45 46,,0
recency_250_baseline,8370,2012,86,2,,3 11 18 19 21 23,6 25 39 40 46 49,,0
recency_250_baseline,8371,2012,87,1,,3 11 18 19 21 23,7 19 21 27 28 47,19 21,2
recency_250_baseline,8372,2012,87,2,,3 11 18 19 21 23,21 23 30 34 36 46,21 23,2
recency_250_baseline,8373,2012,88,1,,3 11 18 19 21 23,5 7 10 21 30 43,21,1
recency_250_baseline,8374,2012,88,2,,3 11 18 19 21 23,7 24 32 39 43 47,,0
recency_250_baseline,8375,2012,89,1,,3 11 18 19 21 23,5 25 27 37 46 48,,0
recency_250_baseline,8376,2012,89,2,,11 18 19 21 23 48,3 10 26 31 37 38,,0
recency_250_baseline,8377,2012,90,1,,3 11 18 19 21 23,17 25 31 33 38 44,,0
recency_250_baseline,8378,2012,90,2,,3 11 18 19 21 23,18 19 22 30 32 34,18 19,2
recency_250_baseline,8379,2012,91,1,,3 11 18 19 21 32,2 9 20 21 30 38,21,1
recency_250_baseline,8380,2012,91,2,,3 11 18 19 21 32,1 2 5 9 21 42,21,1
recency_250_baseline,8381,2012,92,1,,3 11 18 19 21 32,17 20 27 29 32 33,32,1
recency_250_baseline,8382,2012,92,2,,3 11 18 19 21 32,11 28 32 36 44 46,11 32,2
recency_250_baseline,8383,2012,93,1,,3 11 18 19 21 32,15 16 21 30 46 49,21,1
recency_250_baseline,8384,2012,93,2,,3 11 18 19 21 32,1 7 19 24 36 38,19,1
recency_250_baseline,8385,2012,94,1,,3 11 18 19 21 32,15 17 18 22 41 43,18,1
recency_250_baseline,8386,2012,94,2,,3 11 18 19 21 32,13 15 18 22 28 47,18,1
recency_250_baseline,8387,2012,95,1,,11 18 19 21 32 47,12 26 29 30 36 38,,0
recency_250_baseline,8388,2012,95,2,,11 18 19 21 32 47,5 19 22 26 30 49,19,1
recency_250_baseline,8389,2012,96,1,,11 18 19 21 32 47,7 8 14 23 40 48,,0
recency_250_baseline,8390,2012,96,2,,11 18 19 21 32 47,12 20 42 43 48 49,,0
recency_250_baseline,8391,2012,97,1,,11 18 19 21 32 47,7 9 30 33 42 43,,0
recency_250_baseline,8392,2012,97,2,,11 18 19 21 32 47,3 9 15 19 23 34,19,1
recency_250_baseline,8393,2012,98,1,,11 15 18 19 21 32,7 8 13 17 32 37,32,1
recency_250_baseline,8394,2012,98,2,,11 18 19 21 32 47,1 11 17 29 35 43,11,1
recency_250_baseline,8395,2012,99,1,,11 18 19 21 32 47,3 6 8 9 12 44,,0
recency_250_baseline,8396,2012,99,2,,11 18 19 21 32 47,1 6 9 22 24 29,,0
recency_250_baseline,8397,2012,100,1,,11 18 19 21 29 32,2 15 35 41 42 46,,0
recency_250_baseline,8398,2012,100,2,,11 18 19 21 29 32,15 23 30 32 37 38,32,1
recency_250_baseline,8399,2012,101,1,,11 18 19 21 29 32,5 13 17 28 35 49,,0
recency_250_baseline,8400,2012,101,2,,11 18 19 21 32 47,18 21 27 30 36 44,18 21,2
recency_250_baseline,8401,2012,102,1,,11 18 19 21 32 47,23 24 30 42 47 48,47,1
recency_250_baseline,8402,2012,102,2,,11 18 19 21 32 47,2 6 29 40 44 48,,0
recency_250_baseline,8403,2012,103,1,,11 18 19 21 32 47,2 5 13 26 41 44,,0
recency_250_baseline,8404,2012,103,2,,11 18 19 21 32 47,7 12 14 24 28 33,,0
recency_250_baseline,8405,2013,0,1,,11 18 19 21 32 47,2 9 19 20 23 30,19,1
recency_250_baseline,8406,2013,0,2,,11 18 19 21 23 30,5 16 39 40 44 48,,0
recency_250_baseline,8407,2013,1,1,,11 18 19 21 23 30,4 8 14 15 19 28,19,1
recency_250_baseline,8408,2013,1,2,,11 18 19 21 30 32,20 22 32 36 44 46,32,1
recency_250_baseline,8409,2013,2,1,,11 18 19 21 30 32,9 12 22 30 37 47,30,1
recency_250_baseline,8410,2013,2,2,,11 18 19 21 30 47,8 20 21 41 42 46,21,1
recency_250_baseline,8411,2013,3,1,,11 18 19 21 30 47,26 29 31 32 34 36,,0
recency_250_baseline,8412,2013,3,2,,18 19 21 30 32 47,3 9 10 36 43 49,,0
recency_250_baseline,8413,2013,4,1,,18 19 21 30 32 47,1 8 16 25 41 45,,0
recency_250_baseline,8414,2013,4,2,,11 18 19 21 30 32,3 10 11 14 32 33,11 32,2
recency_250_baseline,8415,2013,5,1,,11 18 19 21 30 32,6 18 20 27 31 47,18,1
recency_250_baseline,8416,2013,5,2,,11 18 19 21 30 32,4 12 19 23 26 30,19 30,2
recency_250_baseline,8417,2013,6,1,,11 18 19 21 23 30,14 27 34 36 38 40,,0
recency_250_baseline,8418,2013,6,2,,11 18 19 21 23 32,1 7 9 18 30 46,18,1
recency_250_baseline,8419,2013,7,1,,11 18 19 21 23 30,8 15 16 41 42 47,,0
recency_250_baseline,8420,2013,7,2,,11 18 19 21 23 30,3 8 15 30 31 38,30,1
recency_250_baseline,8421,2013,8,1,,11 15 18 19 21 30,12 33 41 43 47 48,,0
recency_250_baseline,8422,2013,8,2,,11 15 19 21 23 30,4 5 23 30 35 43,23 30,2
recency_250_baseline,8423,2013,9,1,,11 15 19 21 23 30,10 13 31 33 43 46,,0
recency_250_baseline,8424,2013,9,2,,11 19 21 23 30 47,6 24 25 35 41 42,,0
recency_250_baseline,8425,2013,10,1,,11 19 21 23 30 47,4 19 21 33 40 46,19 21,2
recency_250_baseline,8426,2013,10,2,,11 19 21 23 30 47,7 20 21 26 33 34,21,1
recency_250_baseline,8427,2013,11,1,,11 19 21 23 30 47,8 13 15 24 35 41,,0
recency_250_baseline,8428,2013,11,2,,11 19 21 23 30 47,2 11 17 27 32 33,11,1
recency_250_baseline,8429,2013,12,1,,11 19 21 23 30 47,10 13 27 36 38 45,,0
recency_250_baseline,8430,2013,12,2,,11 19 21 23 30 47,6 12 23 35 42 48,23,1
recency_250_baseline,8431,2013,13,1,,11 15 19 21 23 47,2 7 14 27 42 49,,0
recency_250_baseline,8432,2013,13,2,,11 15 19 21 23 30,11 18 21 22 30 46,11 21 30,3
recency_250_baseline,8433,2013,14,1,,11 15 19 21 23 30,8 11 15 33 37 48,11 15,2
recency_250_baseline,8434,2013,14,2,,11 15 19 21 23 30,12 15 23 26 33 46,15 23,2
recency_250_baseline,8435,2013,15,1,,11 15 19 21 23 30,3 14 20 26 30 37,30,1
recency_250_baseline,8436,2013,15,2,,11 15 19 21 23 30,13 20 23 26 46 48,23,1
recency_250_baseline,8437,2013,16,1,,11 15 19 21 23 30,3 15 16 25 26 35,15,1
recency_250_baseline,8438,2013,16,2,,11 15 19 21 23 30,7 26 34 35 44 48,,0
recency_250_baseline,8439,2013,17,1,,11 15 19 21 23 30,2 6 16 21 38 45,21,1
recency_250_baseline,8440,2013,17,2,,11 15 19 21 23 30,1 7 18 31 48 49,,0
recency_250_baseline,8441,2013,18,1,,11 15 19 21 23 30,9 13 14 29 31 46,,0
recency_250_baseline,8442,2013,18,2,,11 15 19 21 23 30,1 2 9 30 39 47,30,1
recency_250_baseline,8443,2013,19,1,,11 15 19 21 23 30,15 18 26 30 33 38,15 30,2
recency_250_baseline,8444,2013,19,2,,11 15 19 21 23 30,12 15 18 33 44 46,15,1
recency_250_baseline,8445,2013,20,1,,11 15 19 21 23 30,8 12 17 29 41 45,,0
recency_250_baseline,8446,2013,20,2,,11 15 19 21 23 30,9 12 16 38 43 46,,0
recency_250_baseline,8447,2013,21,1,,11 15 19 21 23 30,1 13 14 15 30 36,15 30,2
recency_250_baseline,8448,2013,21,2,,11 15 19 21 30 38,1 6 16 23 28 37,,0
recency_250_baseline,8449,2013,22,1,,11 15 19 21 23 30,6 9 11 13 15 45,11 15,2
recency_250_baseline,8450,2013,22,2,,11 15 19 21 23 30,10 32 36 37 38 48,,0
recency_250_baseline,8451,2013,23,1,,11 15 19 21 23 30,12 16 18 27 39 41,,0
recency_250_baseline,8452,2013,23,2,,11 15 19 21 30 38,16 25 28 29 35 41,,0
recency_250_baseline,8453,2013,24,1,,11 15 19 21 30 38,7 13 14 20 32 36,,0
recency_250_baseline,8454,2013,24,2,,11 15 19 21 30 38,3 7 9 20 27 37,,0
recency_250_baseline,8455,2013,25,1,,11 15 19 21 30 38,2 6 15 25 26 49,15,1
recency_250_baseline,8456,2013,25,2,,11 15 19 21 30 38,23 26 28 41 44 46,,0
recency_250_baseline,8457,2013,26,1,,11 15 19 21 30 38,10 12 14 18 36 42,,0
recency_250_baseline,8458,2013,26,2,,9 11 15 19 21 30,5 9 17 25 26 37,9,1
recency_250_baseline,8459,2013,27,1,,9 11 15 19 21 30,1 5 10 30 33 39,30,1
recency_250_baseline,8460,2013,27,2,,11 15 19 21 23 30,3 5 7 16 22 45,,0
recency_250_baseline,8461,2013,28,1,,11 15 19 21 30 38,17 28 29 30 38 42,30 38,2
recency_250_baseline,8462,2013,28,2,,11 15 19 21 30 38,14 16 17 30 36 44,30,1
recency_250_baseline,8463,2013,29,1,,11 15 19 21 30 38,14 26 27 30 34 39,30,1
recency_250_baseline,8464,2013,29,2,,11 15 19 21 30 38,9 16 23 25 38 42,38,1
recency_250_baseline,8465,2013,30,1,,11 15 19 21 30 38,15 19 22 31 34 41,15 19,2
recency_250_baseline,8466,2013,30,2,,11 15 19 21 30 38,14 17 20 30 39 41,30,1
recency_250_baseline,8467,2013,31,1,,11 15 19 21 30 38,7 10 24 33 34 46,,0
recency_250_baseline,8468,2013,31,2,,11 15 19 21 30 38,18 25 27 37 47 49,,0
recency_250_baseline,8469,2013,32,1,,11 15 19 21 30 38,6 16 31 32 37 44,,0
recency_250_baseline,8470,2013,32,2,,11 15 19 21 30 38,23 27 32 36 41 44,,0
recency_250_baseline,8471,2013,33,1,,11 15 19 21 30 38,17 30 33 42 44 49,30,1
recency_250_baseline,8472,2013,33,2,,11 15 19 21 30 38,11 13 27 29 39 47,11,1
recency_250_baseline,8473,2013,34,1,,11 15 19 21 30 38,14 24 28 33 44 49,,0
recency_250_baseline,8474,2013,34,2,,11 15 19 21 30 38,3 6 29 38 44 49,38,1
recency_250_baseline,8475,2013,35,1,,11 15 19 21 30 38,1 8 24 38 39 40,38,1
recency_250_baseline,8476,2013,35,2,,11 15 19 21 30 38,4 15 26 30 31 48,15 30,2
recency_250_baseline,8477,2013,36,1,,11 15 19 21 30 38,7 9 16 33 37 47,,0
recency_250_baseline,8478,2013,36,2,,11 15 19 21 30 38,7 9 12 22 25 34,,0
recency_250_baseline,8479,2013,37,1,,9 11 15 21 30 38,3 23 29 36 45 46,,0
recency_250_baseline,8480,2013,37,2,,9 11 15 21 30 38,11 22 26 31 39 43,11,1
recency_250_baseline,8481,2013,38,1,,9 11 15 21 30 38,8 11 13 26 35 42,11,1
recency_250_baseline,8482,2013,38,2,,9 11 15 21 30 38,5 12 24 28 29 35,,0
recency_250_baseline,8483,2013,39,1,,9 11 15 21 30 38,10 13 23 37 38 41,38,1
recency_250_baseline,8484,2013,39,2,,11 15 21 23 30 38,8 23 26 31 37 41,23,1
recency_250_baseline,8485,2013,40,1,,11 15 21 23 30 38,4 19 27 32 36 43,,0
recency_250_baseline,8486,2013,40,2,,11 15 21 23 30 38,2 21 27 33 45 46,21,1
recency_250_baseline,8487,2013,41,1,,11 15 21 23 30 38,4 9 23 40 41 44,23,1
recency_250_baseline,8488,2013,41,2,,11 15 21 23 30 38,2 4 9 13 15 40,15,1
recency_250_baseline,8489,2013,42,1,,9 15 21 23 30 38,1 3 6 7 11 14,,0
recency_250_baseline,8490,2013,42,2,,9 11 21 23 30 38,1 4 6 22 25 35,,0
recency_250_baseline,8491,2013,43,1,,9 11 21 23 30 38,1 4 11 15 24 36,11,1
recency_250_baseline,8492,2013,43,2,,11 15 21 23 30 38,4 11 24 28 29 46,11,1
recency_250_baseline,8493,2013,44,1,,11 15 21 23 30 38,5 9 11 13 16 48,11,1
recency_250_baseline,8494,2013,44,2,,9 11 15 21 23 30,6 9 10 14 22 34,9,1
recency_250_baseline,8495,2013,45,1,,9 11 15 21 23 30,17 23 33 37 42 44,23,1
recency_250_baseline,8496,2013,45,2,,9 11 15 23 30 38,13 18 20 24 40 41,,0
recency_250_baseline,8497,2013,46,1,,9 11 15 23 30 38,2 9 10 28 45 46,9,1
recency_250_baseline,8498,2013,46,2,,9 11 15 23 30 38,15 24 27 30 46 49,15 30,2
recency_250_baseline,8499,2013,47,1,,9 11 15 23 30 38,6 15 22 28 30 46,15 30,2
recency_250_baseline,8500,2013,47,2,,9 11 15 23 30 38,28 34 36 38 45 48,38,1
recency_250_baseline,8501,2013,48,1,,9 11 15 23 30 38,5 6 23 37 46 48,23,1
recency_250_baseline,8502,2013,48,2,,9 11 23 30 38 46,12 14 19 24 38 49,38,1
recency_250_baseline,8503,2013,49,1,,9 11 23 30 38 46,8 15 21 33 35 46,46,1
recency_250_baseline,8504,2013,49,2,,9 11 23 30 38 46,6 13 14 15 43 47,,0
recency_250_baseline,8505,2013,50,1,,9 11 15 23 30 38,2 4 18 24 34 49,,0
recency_250_baseline,8506,2013,50,2,,9 11 15 23 30 38,6 7 10 12 33 36,,0
recency_250_baseline,8507,2013,51,1,,9 11 15 23 30 33,3 9 13 21 26 27,9,1
recency_250_baseline,8508,2013,51,2,,9 11 15 23 30 33,1 10 26 38 43 48,,0
recency_250_baseline,8509,2013,52,1,,9 11 15 23 30 38,13 16 29 39 47 48,,0
recency_250_baseline,8510,2013,52,2,,9 15 23 30 33 38,4 7 10 15 31 40,15,1
recency_250_baseline,8511,2013,53,1,,9 15 23 30 38 46,13 15 16 20 26 31,15,1
recency_250_baseline,8512,2013,53,2,,9 15 23 30 38 46,4 14 22 24 37 44,,0
recency_250_baseline,8513,2013,54,1,,9 15 23 30 38 46,1 14 16 43 48 49,,0
recency_250_baseline,8514,2013,54,2,,9 15 23 30 38 46,1 7 17 24 44 49,,0
recency_250_baseline,8515,2013,55,1,,7 9 15 30 38 46,9 23 27 40 41 44,9,1
recency_250_baseline,8516,2013,55,2,,7 9 15 23 30 46,18 19 27 41 42 49,,0
recency_250_baseline,8517,2013,56,1,,9 15 23 30 41 46,10 24 28 41 44 49,41,1
recency_250_baseline,8518,2013,56,2,,9 15 23 30 41 46,5 6 16 28 34 47,,0
recency_250_baseline,8519,2013,57,1,,9 15 23 30 41 46,11 15 26 37 39 41,15 41,2
recency_250_baseline,8520,2013,57,2,,9 15 23 30 41 46,1 2 9 21 32 45,9,1
recency_250_baseline,8521,2013,58,1,,9 15 23 30 41 46,8 21 23 36 42 43,23,1
recency_250_baseline,8522,2013,58,2,,9 15 23 30 41 46,8 9 10 18 19 47,9,1
recency_250_baseline,8523,2013,59,1,,9 15 23 30 41 46,1 13 20 38 43 45,,0
recency_250_baseline,8524,2013,59,2,,1 9 23 30 41 46,10 36 38 39 42 43,,0
recency_250_baseline,8525,2013,60,1,,1 9 23 30 41 46,24 29 31 35 37 38,,0
recency_250_baseline,8526,2013,60,2,,9 23 30 38 41 46,9 27 29 40 41 42,9 41,2
recency_250_baseline,8527,2013,61,1,,1 9 30 38 41 46,10 18 21 24 39 41,41,1
recency_250_baseline,8528,2013,61,2,,1 9 30 38 41 46,1 17 24 35 41 43,1 41,2
recency_250_baseline,8529,2013,62,1,,1 9 30 38 41 46,29 32 37 41 43 47,41,1
recency_250_baseline,8530,2013,62,2,,1 9 30 38 41 46,3 15 30 39 42 43,30,1
recency_250_baseline,8531,2013,63,1,,1 9 30 38 41 46,10 13 29 36 41 48,41,1
recency_250_baseline,8532,2013,63,2,,1 9 30 38 41 46,10 16 25 40 41 46,41 46,2
recency_250_baseline,8533,2013,64,1,,1 9 30 38 41 46,10 14 27 32 34 46,46,1
recency_250_baseline,8534,2013,64,2,,1 9 30 38 41 46,11 14 15 23 34 45,,0
recency_250_baseline,8535,2013,65,1,,9 23 30 38 41 46,2 15 17 28 36 44,,0
recency_250_baseline,8536,2013,65,2,,9 15 23 30 41 46,13 16 26 28 45 47,,0
recency_250_baseline,8537,2013,66,1,,9 15 23 30 41 46,20 23 34 35 39 45,23,1
recency_250_baseline,8538,2013,66,2,,9 15 23 30 41 46,4 10 11 12 18 19,,0
recency_250_baseline,8539,2013,67,1,,9 15 23 30 41 46,1 7 26 29 30 36,30,1
recency_250_baseline,8540,2013,67,2,,9 15 23 30 41 46,1 6 9 13 24 48,9,1
recency_250_baseline,8541,2013,68,1,,1 9 15 30 41 46,2 3 11 12 31 33,,0
recency_250_baseline,8542,2013,68,2,,9 15 23 30 41 46,6 7 18 21 23 49,23,1
recency_250_baseline,8543,2013,69,1,,9 15 23 30 41 46,9 11 23 36 42 47,9 23,2
recency_250_baseline,8544,2013,69,2,,9 15 23 30 41 46,21 24 26 32 36 48,,0
recency_250_baseline,8545,2013,70,1,,9 15 23 30 41 46,10 13 19 23 41 48,23 41,2
recency_250_baseline,8546,2013,70,2,,9 15 23 26 30 41,10 20 29 35 37 43,,0
recency_250_baseline,8547,2013,71,1,,9 15 23 30 36 41,3 7 8 10 16 26,,0
recency_250_baseline,8548,2013,71,2,,9 15 23 26 30 41,9 10 17 20 26 47,9 26,2
recency_250_baseline,8549,2013,72,1,,9 15 23 26 30 41,6 12 17 19 23 24,23,1
recency_250_baseline,8550,2013,72,2,,9 15 23 26 30 41,12 16 23 35 37 40,23,1
recency_250_baseline,8551,2013,73,1,,9 15 23 26 30 41,4 8 15 26 27 38,15 26,2
recency_250_baseline,8552,2013,73,2,,9 15 23 26 30 41,9 17 21 41 43 46,9 41,2
