model,event_index,year,draw_number,drawing_no,predicted_top6,actual_numbers,matched_numbers,hit_count
recency_250_baseline,9096,2017,27,1,4 33 44 29 16 1,6 13 21 35 36 45,,0
recency_250_baseline,9097,2017,28,1,4 33 44 29 16 1,1 2 17 34 43 44,1 44,2
recency_250_baseline,9098,2017,29,1,4 33 44 29 16 1,10 17 19 25 33 46,33,1
recency_250_baseline,9099,2017,30,1,33 4 44 29 16 1,7 10 22 24 33 39,33,1
recency_250_baseline,9100,2017,31,1,33 4 44 29 1 16,4 10 15 26 45 49,4,1
recency_250_baseline,9101,2017,32,1,33 4 44 29 1 16,1 6 18 29 36 42,1 29,2
recency_250_baseline,9102,2017,33,1,33 4 44 29 1 16,8 10 16 21 26 42,16,1
recency_250_baseline,9103,2017,34,1,4 33 44 29 1 16,3 5 12 26 29 47,29,1
recency_250_baseline,9104,2017,35,1,4 33 29 44 1 16,12 18 21 46 47 48,,0
recency_250_baseline,9105,2017,36,1,4 33 29 44 47 1,3 5 15 25 37 45,,0
recency_250_baseline,9106,2017,37,1,4 33 29 44 47 1,3 5 8 21 39 45,,0
recency_250_baseline,9107,2017,38,1,4 33 29 44 47 1,13 23 25 28 37 44,44,1
recency_250_baseline,9108,2017,39,1,4 33 29 44 47 1,8 10 12 31 44 49,44,1
recency_250_baseline,9109,2017,40,1,4 33 44 29 47 1,6 12 15 30 45 47,47,1
recency_250_baseline,9110,2017,41,1,4 33 44 29 47 1,9 18 21 22 36 41,,0
recency_250_baseline,9111,2017,42,1,4 33 44 29 47 1,8 9 16 31 40 45,,0
recency_250_baseline,9112,2017,43,1,4 33 44 29 47 1,1 7 9 17 34 35,1,1
recency_250_baseline,9113,2017,44,1,33 44 4 29 1 47,13 21 23 38 41 46,,0
recency_250_baseline,9114,2017,45,1,33 44 4 29 1 47,4 8 11 20 26 27,4,1
recency_250_baseline,9115,2017,46,1,4 33 44 29 1 47,11 20 28 35 40 44,44,1
recency_250_baseline,9116,2017,47,1,44 4 33 29 47 1,15 16 18 19 21 39,,0
recency_250_baseline,9117,2017,48,1,44 4 33 29 16 47,8 10 16 32 42 47,16 47,2
recency_250_baseline,9118,2017,49,1,44 4 33 29 16 47,18 24 27 31 38 40,,0
recency_250_baseline,9119,2017,50,1,44 33 4 29 47 16,12 22 24 25 34 48,,0
recency_250_baseline,9120,2017,51,1,44 33 4 29 47 16,24 31 37 41 45 49,,0
recency_250_baseline,9121,2017,52,1,44 33 4 29 47 16,13 19 22 36 40 43,,0
recency_250_baseline,9122,2017,53,1,44 4 33 29 47 16,3 5 22 38 45 46,,0
recency_250_baseline,9123,2017,54,1,44 33 4 29 16 47,4 9 18 31 34 38,4,1
recency_250_baseline,9124,2017,55,1,44 4 33 29 16 47,7 9 21 35 38 41,,0
recency_250_baseline,9125,2017,56,1,44 4 33 29 16 47,6 7 9 22 24 40,,0
recency_250_baseline,9126,2017,57,1,44 4 33 29 16 47,1 9 19 25 28 34,,0
recency_250_baseline,9127,2017,58,1,4 33 44 29 16 1,6 8 39 42 47 49,,0
recency_250_baseline,9128,2017,59,1,4 33 44 29 16 47,2 6 29 34 41 47,29 47,2
recency_250_baseline,9129,2017,60,1,4 33 44 29 47 16,9 21 24 30 39 46,,0
recency_250_baseline,9130,2017,61,1,4 29 33 44 47 1,16 17 32 33 45 46,33,1
recency_250_baseline,9131,2017,62,1,4 29 33 44 47 16,1 9 14 21 34 46,,0
recency_250_baseline,9132,2017,63,1,4 29 33 44 47 16,2 4 31 36 38 46,4,1
recency_250_baseline,9133,2017,64,1,4 29 33 44 47 16,4 22 25 26 39 41,4,1
recency_250_baseline,9134,2017,65,1,4 29 33 44 16 47,6 7 18 26 29 39,29,1
recency_250_baseline,9135,2017,66,1,4 29 33 44 16 22,1 9 31 33 41 49,33,1
recency_250_baseline,9136,2017,67,1,4 33 29 44 16 1,5 6 7 12 15 46,,0
recency_250_baseline,9137,2017,68,1,4 33 29 44 16 1,9 20 28 32 34 43,,0
recency_250_baseline,9138,2017,69,1,4 29 33 44 16 1,11 15 17 22 23 40,,0
recency_250_baseline,9139,2017,70,1,4 29 33 44 16 1,11 22 24 28 34 46,,0
recency_250_baseline,9140,2017,71,1,4 29 33 44 16 34,1 11 16 21 25 30,16,1
recency_250_baseline,9141,2017,72,1,4 29 33 44 16 1,3 4 13 30 45 47,4,1
recency_250_baseline,9142,2017,73,1,4 29 33 16 44 47,4 9 20 22 24 27,4,1
recency_250_baseline,9143,2017,74,1,4 29 33 16 44 22,5 14 21 22 23 48,22,1
recency_250_baseline,9144,2017,75,1,4 29 33 16 22 44,11 12 17 19 42 46,,0
recency_250_baseline,9145,2017,76,1,4 29 33 16 22 44,18 25 32 35 36 47,,0
recency_250_baseline,9146,2017,77,1,4 29 33 22 44 47,20 22 25 27 30 48,22,1
recency_250_baseline,9147,2017,78,1,4 29 22 33 44 47,13 18 25 39 48 49,,0
recency_250_baseline,9148,2017,79,1,4 29 22 44 47 16,22 23 27 35 36 42,22,1
recency_250_baseline,9149,2017,80,1,4 29 22 44 47 16,3 4 8 14 15 36,4,1
recency_250_baseline,9150,2017,81,1,4 29 22 44 47 16,7 11 39 45 46 49,,0
recency_250_baseline,9151,2017,82,1,4 29 22 44 47 16,16 38 39 40 42 43,16,1
recency_250_baseline,9152,2017,83,1,4 29 22 44 47 16,9 13 18 34 48 49,,0
recency_250_baseline,9153,2017,84,1,4 29 22 44 16 21,3 24 25 26 28 35,,0
recency_250_baseline,9154,2017,85,1,4 29 22 44 16 21,8 16 25 31 36 46,16,1
recency_250_baseline,9155,2017,86,1,4 29 16 22 44 21,4 7 12 13 24 33,4,1
recency_250_baseline,9156,2017,87,1,4 29 16 22 44 21,22 26 35 37 41 43,22,1
recency_250_baseline,9157,2017,88,1,4 22 29 16 44 21,5 7 15 21 28 37,21,1
recency_250_baseline,9158,2017,89,1,4 22 29 16 44 21,12 26 32 33 35 37,,0
recency_250_baseline,9159,2017,90,1,4 22 29 16 33 44,2 21 22 23 29 39,22 29,2
recency_250_baseline,9160,2017,91,1,4 22 29 16 44 21,15 39 40 43 47 48,,0
recency_250_baseline,9161,2017,92,1,4 22 29 44 16 33,8 11 12 23 31 49,,0
recency_250_baseline,9162,2017,93,1,4 22 29 44 33 47,7 9 11 45 48 49,,0
recency_250_baseline,9163,2017,94,1,4 22 29 44 33 16,23 28 33 36 40 46,33,1
recency_250_baseline,9164,2017,95,1,4 22 29 33 44 16,5 6 9 20 34 35,,0
recency_250_baseline,9165,2017,96,1,4 22 29 33 44 16,10 14 17 33 35 37,33,1
recency_250_baseline,9166,2017,97,1,4 22 29 33 44 16,2 3 7 23 34 37,,0
recency_250_baseline,9167,2017,98,1,4 22 29 33 44 16,2 3 20 34 36 38,,0
recency_250_baseline,9168,2017,99,1,4 22 29 33 44 34,1 9 11 32 37 41,,0
recency_250_baseline,9169,2017,100,1,4 22 33 29 44 16,2 9 15 25 36 45,,0
recency_250_baseline,9170,2017,101,1,4 22 33 29 44 45,2 6 17 35 37 41,,0
recency_250_baseline,9171,2017,102,1,4 22 33 29 44 45,7 13 27 37 40 41,,0
recency_250_baseline,9172,2017,103,1,4 22 33 29 44 45,13 14 20 21 26 35,,0
recency_250_baseline,9173,2017,104,1,4 22 33 29 44 45,2 7 17 19 23 27,,0
recency_250_baseline,9174,2018,1,1,4 22 33 29 44 17,5 10 11 35 40 41,,0
recency_250_baseline,9175,2018,2,1,4 22 33 29 35 17,3 8 15 23 25 31,,0
recency_250_baseline,9176,2018,3,1,4 22 33 29 35 17,15 18 26 41 44 47,,0
recency_250_baseline,9177,2018,4,1,4 22 33 29 35 17,1 13 17 31 35 46,17 35,2
recency_250_baseline,9178,2018,5,1,4 22 33 35 17 29,4 26 32 33 44 48,4 33,2
recency_250_baseline,9179,2018,6,1,4 22 33 35 17 29,12 22 26 31 42 47,22,1
recency_250_baseline,9180,2018,7,1,4 22 33 35 17 47,3 8 9 20 39 43,,0
recency_250_baseline,9181,2018,8,1,4 22 33 35 17 47,28 29 32 38 39 48,,0
recency_250_baseline,9182,2018,9,1,22 4 33 35 17 29,4 6 17 22 38 48,4 17 22,3
recency_250_baseline,9183,2018,10,1,22 4 17 33 35 29,3 4 5 13 23 25,4,1
recency_250_baseline,9184,2018,11,1,4 22 17 33 29 35,9 12 34 35 36 38,35,1
recency_250_baseline,9185,2018,12,1,4 22 33 35 17 29,4 8 14 24 37 41,4,1
recency_250_baseline,9186,2018,13,1,4 22 33 17 29 35,12 17 19 34 40 45,17,1
recency_250_baseline,9187,2018,14,1,4 22 17 33 29 35,5 11 22 29 36 40,22 29,2
recency_250_baseline,9188,2018,15,1,4 22 17 29 33 35,10 18 20 21 33 44,33,1
recency_250_baseline,9189,2018,16,1,4 22 33 17 29 35,14 37 38 42 44 47,,0
recency_250_baseline,9190,2018,17,1,4 22 33 17 29 35,2 4 17 31 37 48,4 17,2
recency_250_baseline,9191,2018,18,1,4 22 17 33 29 35,3 4 16 32 39 45,4,1
recency_250_baseline,9192,2018,19,1,4 22 17 33 29 35,2 16 25 26 47 48,,0
recency_250_baseline,9193,2018,20,1,4 22 17 33 47 29,6 7 14 19 30 49,,0
recency_250_baseline,9194,2018,21,1,4 22 17 33 47 29,7 14 18 22 31 47,22 47,2
recency_250_baseline,9195,2018,22,1,4 22 17 47 33 35,11 20 21 35 39 44,35,1
recency_250_baseline,9196,2018,23,1,4 22 17 47 33 35,4 8 17 31 42 47,4 17 47,3
recency_250_baseline,9197,2018,24,1,4 17 22 47 33 44,6 11 24 30 38 45,,0
recency_250_baseline,9198,2018,25,1,4 17 22 47 33 44,1 3 4 17 35 46,4 17,2
recency_250_baseline,9199,2018,26,1,4 17 22 47 33 35,4 14 16 30 45 49,4,1
recency_250_baseline,9200,2018,27,1,4 17 22 47 33 35,2 16 33 37 38 48,33,1
recency_250_baseline,9201,2018,28,1,4 17 22 47 33 35,5 27 35 39 45 46,35,1
recency_250_baseline,9202,2018,29,1,4 17 22 47 33 35,13 14 22 28 32 36,22,1
recency_250_baseline,9203,2018,30,1,4 17 22 47 33 35,3 9 15 21 30 33,33,1
recency_250_baseline,9204,2018,31,1,4 17 22 33 47 35,15 16 32 34 37 44,,0
recency_250_baseline,9205,2018,32,1,4 17 22 47 33 35,8 12 16 22 24 30,22,1
recency_250_baseline,9206,2018,33,1,4 22 17 47 33 16,10 13 21 34 39 48,,0
recency_250_baseline,9207,2018,34,1,4 22 17 47 33 16,10 11 16 18 20 44,16,1
recency_250_baseline,9208,2018,35,1,4 22 17 47 16 33,3 11 15 20 32 35,,0
recency_250_baseline,9209,2018,36,1,4 22 17 47 16 33,2 12 21 22 34 36,22,1
recency_250_baseline,9210,2018,37,1,22 4 17 47 16 33,19 29 31 32 36 38,,0
recency_250_baseline,9211,2018,38,1,22 4 17 47 16 33,3 5 13 16 32 39,16,1
recency_250_baseline,9212,2018,39,1,22 4 16 47 17 33,6 16 19 23 26 30,16,1
recency_250_baseline,9213,2018,40,1,22 4 16 47 17 33,19 23 24 38 39 42,,0
recency_250_baseline,9214,2018,41,1,22 4 16 47 17 33,18 28 29 31 41 45,,0
recency_250_baseline,9215,2018,42,1,22 4 16 47 17 33,5 13 20 37 39 46,,0
recency_250_baseline,9216,2018,43,1,22 4 16 47 17 33,14 16 23 28 33 46,16 33,2
recency_250_baseline,9217,2018,44,1,22 4 16 33 47 17,6 12 16 32 38 43,16,1
recency_250_baseline,9218,2018,45,1,16 22 4 47 17 33,6 14 20 25 40 48,,0
recency_250_baseline,9219,2018,46,1,16 22 4 47 17 33,15 30 35 40 41 43,,0
recency_250_baseline,9220,2018,47,1,16 22 4 35 47 17,1 3 11 27 33 40,,0
recency_250_baseline,9221,2018,48,1,16 22 4 33 47 17,11 15 28 30 31 44,,0
recency_250_baseline,9222,2018,49,1,22 4 16 33 47 17,1 3 15 19 29 45,,0
recency_250_baseline,9223,2018,50,1,22 4 16 33 47 35,3 11 16 17 22 38,16 22,2
recency_250_baseline,9224,2018,51,1,22 4 16 33 47 17,8 20 28 29 46 47,47,1
recency_250_baseline,9225,2018,52,1,22 47 4 16 33 17,3 12 22 30 36 43,22,1
recency_250_baseline,9226,2018,53,1,22 47 4 16 33 17,4 18 20 27 39 47,4 47,2
recency_250_baseline,9227,2018,54,1,22 47 4 16 33 17,5 17 35 41 44 46,17,1
recency_250_baseline,9228,2018,55,1,22 47 4 16 17 33,2 11 15 23 35 39,,0
recency_250_baseline,9229,2018,56,1,22 47 35 4 16 17,6 15 20 21 32 41,,0
recency_250_baseline,9230,2018,57,1,22 47 35 4 16 17,2 11 18 22 23 26,22,1
recency_250_baseline,9231,2018,58,1,22 47 35 17 33 4,5 24 31 43 44 49,,0
recency_250_baseline,9232,2018,59,1,22 35 47 17 33 4,6 23 34 37 38 45,,0
recency_250_baseline,9233,2018,60,1,22 35 47 17 33 4,3 20 23 28 34 48,,0
recency_250_baseline,9234,2018,61,1,22 35 17 33 47 4,5 9 18 24 31 34,,0
recency_250_baseline,9235,2018,62,1,22 35 33 47 4 17,10 27 31 34 36 47,47,1
recency_250_baseline,9236,2018,63,1,22 35 33 47 17 4,14 17 18 23 32 46,17,1
recency_250_baseline,9237,2018,64,1,22 35 17 33 47 4,6 29 31 33 34 45,33,1
recency_250_baseline,9238,2018,65,1,22 33 35 17 47 16,7 11 23 38 42 43,,0
recency_250_baseline,9239,2018,66,1,22 33 17 35 47 16,5 8 13 16 28 29,16,1
recency_250_baseline,9240,2018,67,1,22 33 17 35 47 16,3 9 15 32 39 43,,0
recency_250_baseline,9241,2018,68,1,22 33 17 35 47 16,3 26 33 42 43 45,33,1
recency_250_baseline,9242,2018,69,1,33 17 22 35 47 3,5 8 11 12 33 41,33,1
recency_250_baseline,9243,2018,70,1,33 17 22 47 3 16,1 12 13 26 34 39,,0
recency_250_baseline,9244,2018,71,1,33 22 47 3 16 17,11 21 32 41 42 43,,0
recency_250_baseline,9245,2018,72,1,33 22 3 16 35 47,2 14 24 29 32 34,,0
recency_250_baseline,9246,2018,73,1,33 22 3 35 47 16,2 8 9 25 39 46,,0
recency_250_baseline,9247,2018,74,1,33 22 35 47 3 17,12 14 21 27 43 49,,0
recency_250_baseline,9248,2018,75,1,33 22 47 3 17 35,2 12 30 36 39 47,47,1
recency_250_baseline,9249,2018,76,1,33 47 3 17 22 35,5 8 21 39 41 42,,0
recency_250_baseline,9250,2018,77,1,33 47 17 22 35 3,2 8 12 21 28 35,35,1
recency_250_baseline,9251,2018,78,1,33 35 47 17 22 3,6 11 19 23 28 29,,0
recency_250_baseline,9252,2018,79,1,33 35 47 17 22 3,3 4 8 12 13 33,3 33,2
recency_250_baseline,9253,2018,80,1,33 47 17 22 35 3,12 15 32 38 44 46,,0
recency_250_baseline,9254,2018,81,1,33 47 17 22 35 3,14 20 26 29 41 43,,0
recency_250_baseline,9255,2018,82,1,33 17 22 29 35 47,17 18 26 41 42 44,17,1
recency_250_baseline,9256,2018,83,1,33 17 22 47 3 29,2 14 15 19 26 29,29,1
recency_250_baseline,9257,2018,84,1,33 17 22 29 47 3,13 30 33 34 36 46,33,1
recency_250_baseline,9258,2018,85,1,33 17 22 29 34 47,1 5 9 12 44 48,,0
recency_250_baseline,9259,2018,86,1,33 17 22 29 34 47,12 16 17 23 38 43,17,1
recency_250_baseline,9260,2018,87,1,33 17 22 29 34 47,3 25 27 31 34 49,34,1
recency_250_baseline,9261,2018,88,1,33 17 34 22 29 47,6 9 35 36 37 44,,0
recency_250_baseline,9262,2018,89,1,33 17 34 29 35 47,2 9 14 15 38 41,,0
recency_250_baseline,9263,2018,90,1,33 17 34 29 35 47,8 12 14 17 30 37,17,1
recency_250_baseline,9264,2018,91,1,33 17 34 12 29 35,2 7 20 33 34 44,33 34,2
recency_250_baseline,9265,2018,92,1,33 34 17 12 35 29,9 15 18 19 21 47,,0
recency_250_baseline,9266,2018,93,1,33 34 17 12 47 9,2 3 5 9 45 47,9 47,2
recency_250_baseline,9267,2018,94,1,33 34 17 47 9 3,1 8 32 42 47 49,47,1
recency_250_baseline,9268,2018,95,1,33 34 47 17 9 3,1 11 13 19 32 38,,0
recency_250_baseline,9269,2018,96,1,33 34 17 47 9 3,2 5 17 26 35 47,17 47,2
recency_250_baseline,9270,2018,97,1,17 33 34 47 9 35,3 11 14 22 38 47,47,1
recency_250_baseline,9271,2018,98,1,47 17 33 34 3 9,2 8 12 34 40 41,34,1
recency_250_baseline,9272,2018,99,1,47 17 33 34 3 11,8 18 20 38 40 41,,0
recency_250_baseline,9273,2018,100,1,47 17 34 33 3 11,11 13 23 32 38 42,11,1
recency_250_baseline,9274,2018,101,1,47 17 34 11 33 3,8 14 16 34 39 45,34,1
recency_250_baseline,9275,2018,102,1,34 47 17 11 3 12,2 15 21 33 41 48,,0
recency_250_baseline,9276,2018,103,1,34 47 17 11 33 3,3 7 9 21 44 49,3,1
recency_250_baseline,9277,2018,104,1,34 47 3 11 17 9,10 25 27 29 31 39,,0
recency_250_baseline,9278,2019,1,1,34 47 3 11 17 9,3 8 21 26 29 35,3,1
recency_250_baseline,9279,2019,2,1,34 3 47 11 17 35,12 19 25 35 36 38,35,1
recency_250_baseline,9280,2019,3,1,34 3 35 47 17 9,2 7 28 36 39 48,,0
recency_250_baseline,9281,2019,4,1,34 3 35 47 17 11,2 4 15 25 42 44,,0
recency_250_baseline,9282,2019,5,1,34 3 35 47 17 33,6 11 22 24 29 38,,0
recency_250_baseline,9283,2019,6,1,34 3 35 17 47 11,11 13 14 17 31 42,11 17,2
recency_250_baseline,9284,2019,7,1,34 3 11 17 35 47,9 14 17 21 26 44,17,1
recency_250_baseline,9285,2019,8,1,34 17 3 11 35 47,8 12 21 37 38 48,,0
recency_250_baseline,9286,2019,9,1,34 17 3 11 35 9,16 25 26 30 34 42,34,1
recency_250_baseline,9287,2019,10,1,34 3 11 17 9 21,1 3 27 33 35 37,3,1
recency_250_baseline,9288,2019,11,1,34 3 11 35 9 17,5 8 17 20 35 49,17 35,2
recency_250_baseline,9289,2019,12,1,34 3 35 11 17 8,5 26 35 43 44 48,35,1
recency_250_baseline,9290,2019,13,1,34 35 3 11 17 8,17 19 24 30 38 42,17,1
recency_250_baseline,9291,2019,14,1,34 35 17 3 11 33,18 21 23 46 47 49,,0
recency_250_baseline,9292,2019,15,1,34 35 17 3 11 21,10 19 22 27 40 49,,0
recency_250_baseline,9293,2019,16,1,34 35 17 3 11 21,8 11 21 28 32 45,11 21,2
recency_250_baseline,9294,2019,17,1,35 34 3 11 17 21,1 8 13 37 46 49,,0
recency_250_baseline,9295,2019,18,1,35 34 3 11 17 21,18 21 28 32 40 46,21,1
recency_250_baseline,9296,2019,19,1,35 21 34 3 11 17,3 17 19 38 42 43,3 17,2
recency_250_baseline,9297,2019,20,1,35 3 17 21 11 34,4 11 18 26 33 40,11,1
recency_250_baseline,9298,2019,21,1,35 3 11 21 17 34,11 19 23 38 43 47,11,1
recency_250_baseline,9299,2019,22,1,11 35 3 21 34 8,3 9 15 23 34 42,3 34,2
recency_250_baseline,9300,2019,23,1,3 11 35 21 34 8,8 23 31 39 45 49,8,1
recency_250_baseline,9301,2019,24,1,3 11 35 21 34 8,5 11 19 23 35 42,11 35,2
recency_250_baseline,9302,2019,25,1,11 35 3 34 21 8,6 9 24 29 34 36,34,1
recency_250_baseline,9303,2019,26,1,11 35 34 3 8 9,3 16 30 34 35 36,3 34 35,3
recency_250_baseline,9304,2019,27,1,35 34 11 3 8 9,13 27 28 43 45 49,,0
recency_250_baseline,9305,2019,28,1,34 35 11 3 8 9,1 9 19 27 29 43,9,1
recency_250_baseline,9306,2019,29,1,34 35 11 3 9 8,1 3 7 21 26 42,3,1
recency_250_baseline,9307,2019,30,1,34 35 3 11 9 21,5 16 26 29 30 34,34,1
recency_250_baseline,9308,2019,31,1,34 35 3 11 9 21,6 7 11 12 25 48,11,1
recency_250_baseline,9309,2019,32,1,34 35 3 11 21 8,17 19 20 40 43 45,,0
recency_250_baseline,9310,2019,33,1,34 35 3 11 21 8,14 22 25 29 33 42,,0
recency_250_baseline,9311,2019,34,1,34 3 11 35 21 8,7 13 14 30 33 46,,0
recency_250_baseline,9312,2019,35,1,34 11 35 3 21 8,1 10 20 21 34 43,21 34,2
recency_250_baseline,9313,2019,36,1,34 11 3 21 35 8,2 11 15 37 40 46,11,1
recency_250_baseline,9314,2019,37,1,11 34 3 21 35 8,24 30 33 35 38 45,35,1
recency_250_baseline,9315,2019,38,1,11 34 3 21 35 8,9 25 34 35 40 42,34 35,2
recency_250_baseline,9316,2019,39,1,34 11 35 3 21 8,1 17 36 38 42 45,,0
recency_250_baseline,9317,2019,40,1,34 11 35 3 21 8,1 11 18 23 37 44,11,1
recency_250_baseline,9318,2019,41,1,11 34 35 3 21 8,2 4 35 39 45 46,35,1
recency_250_baseline,9319,2019,42,1,11 34 35 3 21 8,19 28 30 36 47 48,,0
recency_250_baseline,9320,2019,43,1,11 34 35 3 21 8,6 18 21 28 37 38,21,1
recency_250_baseline,9321,2019,44,1,11 34 35 3 21 38,8 10 20 22 25 33,,0
recency_250_baseline,9322,2019,45,1,11 34 35 3 21 38,12 15 17 25 29 30,,0
recency_250_baseline,9323,2019,46,1,11 34 35 3 21 38,2 4 10 17 31 45,,0
recency_250_baseline,9324,2019,47,1,11 34 35 3 21 38,8 9 18 19 34 37,34,1
recency_250_baseline,9325,2019,48,1,11 34 35 3 21 8,11 12 21 35 36 49,11 21 35,3
recency_250_baseline,9326,2019,49,1,11 34 35 21 3 8,9 11 15 16 25 26,11,1
recency_250_baseline,9327,2019,50,1,11 34 35 21 3 8,5 7 34 35 39 49,34 35,2
recency_250_baseline,9328,2019,51,1,11 34 35 21 3 8,3 6 12 19 35 45,3 35,2
recency_250_baseline,9329,2019,52,1,11 35 34 21 3 8,8 17 18 25 27 49,8,1
recency_250_baseline,9330,2019,53,1,11 35 34 3 8 21,10 19 37 39 47 49,,0
recency_250_baseline,9331,2019,54,1,11 34 35 3 8 21,14 15 16 31 34 44,34,1
recency_250_baseline,9332,2019,55,1,11 34 35 3 8 21,18 26 27 37 44 45,,0
recency_250_baseline,9333,2019,56,1,11 34 35 3 8 21,16 19 23 37 42 45,,0
recency_250_baseline,9334,2019,57,1,11 34 35 45 3 21,3 15 17 19 31 49,3,1
recency_250_baseline,9335,2019,58,1,11 34 35 3 45 21,3 6 12 23 35 39,3 35,2
recency_250_baseline,9336,2019,59,1,11 35 3 34 45 21,10 15 22 36 37 39,,0
recency_250_baseline,9337,2019,60,1,11 35 3 34 39 21,2 20 29 32 35 44,35,1
recency_250_baseline,9338,2019,61,1,35 11 34 3 39 21,2 6 9 22 30 35,35,1
recency_250_baseline,9339,2019,62,1,35 11 34 3 21 39,3 12 28 43 44 45,3,1
recency_250_baseline,9340,2019,63,1,35 3 11 34 45 21,9 12 18 34 44 48,34,1
recency_250_baseline,9341,2019,64,1,35 34 3 11 45 9,7 9 17 19 32 34,9 34,2
recency_250_baseline,9342,2019,65,1,34 35 3 11 9 12,3 9 13 14 23 44,3 9,2
recency_250_baseline,9343,2019,66,1,34 35 3 9 11 12,9 10 15 17 22 37,9,1
recency_250_baseline,9344,2019,67,1,34 35 9 3 11 12,23 24 26 34 40 47,34,1
recency_250_baseline,9345,2019,68,1,34 35 9 3 11 21,4 20 22 27 28 46,,0
recency_250_baseline,9346,2019,69,1,34 35 9 3 11 21,13 21 32 39 45 46,21,1
recency_250_baseline,9347,2019,70,1,34 9 35 3 11 21,3 7 14 32 35 44,3 35,2
recency_250_baseline,9348,2019,71,1,34 35 3 9 11 21,6 13 24 26 31 34,34,1
recency_250_baseline,9349,2019,72,1,34 35 3 9 11 21,10 15 30 34 35 48,34 35,2
recency_250_baseline,9350,2019,73,1,34 35 3 9 11 21,1 12 16 35 39 48,35,1
recency_250_baseline,9351,2019,74,1,34 35 3 9 11 12,15 19 36 43 45 46,,0
recency_250_baseline,9352,2019,75,1,34 35 3 9 11 12,11 13 19 21 44 46,11,1
recency_250_baseline,9353,2019,76,1,34 35 3 9 11 12,27 30 33 34 43 47,34,1
recency_250_baseline,9354,2019,77,1,34 35 9 3 11 21,2 7 14 26 30 32,,0
recency_250_baseline,9355,2019,78,1,34 35 9 3 11 39,1 8 16 21 27 41,,0
recency_250_baseline,9356,2019,79,1,34 35 9 11 3 21,2 9 28 37 39 45,9,1
recency_250_baseline,9357,2019,80,1,34 35 9 11 3 39,15 18 27 35 45 49,35,1
recency_250_baseline,9358,2019,81,1,34 35 9 11 3 39,1 13 17 30 43 46,,0
recency_250_baseline,9359,2019,82,1,34 35 9 11 3 39,7 17 18 29 39 46,39,1
recency_250_baseline,9360,2019,83,1,34 35 9 11 39 3,3 7 8 17 27 37,3,1
recency_250_baseline,9361,2019,84,1,34 35 9 11 3 39,17 22 23 28 33 41,,0
recency_250_baseline,9362,2019,85,1,34 35 9 11 3 39,16 17 22 35 48 49,35,1
recency_250_baseline,9363,2019,86,1,35 34 11 3 9 39,2 16 19 21 26 28,,0
recency_250_baseline,9364,2019,87,1,35 34 11 3 9 39,6 13 20 32 36 43,,0
recency_250_baseline,9365,2019,88,1,35 34 3 9 11 39,4 15 16 25 29 48,,0
recency_250_baseline,9366,2019,89,1,34 35 3 9 39 11,1 9 20 33 35 40,9 35,2
recency_250_baseline,9367,2019,90,1,35 34 9 3 11 39,13 21 24 25 33 42,,0
recency_250_baseline,9368,2019,91,1,35 34 9 3 11 39,2 19 32 37 39 40,39,1
recency_250_baseline,9369,2019,92,1,35 34 9 3 39 11,23 29 30 40 44 45,,0
recency_250_baseline,9370,2019,93,1,35 34 9 3 39 11,3 5 24 25 30 32,3,1
recency_250_baseline,9371,2019,94,1,35 34 3 9 39 11,3 9 20 30 39 47,3 9 39,3
recency_250_baseline,9372,2019,95,1,35 34 3 9 39 11,24 31 37 40 44 46,,0
recency_250_baseline,9373,2019,96,1,35 34 9 3 39 11,3 5 20 31 33 42,3,1
recency_250_baseline,9374,2019,97,1,35 34 3 9 39 11,19 21 29 30 39 44,39,1
recency_250_baseline,9375,2019,98,1,35 34 3 39 9 11,12 13 15 19 32 33,,0
recency_250_baseline,9376,2019,99,1,35 34 3 39 9 11,3 7 26 29 32 35,3 35,2
recency_250_baseline,9377,2019,100,1,35 3 34 39 11 9,29 32 36 40 42 43,,0
recency_250_baseline,9378,2019,101,1,35 3 34 39 11 9,1 2 9 17 32 45,9,1
recency_250_baseline,9379,2019,102,1,35 3 34 39 9 11,11 14 16 23 34 35,11 34 35,3
recency_250_baseline,9380,2019,103,1,35 3 34 11 39 17,12 20 26 29 39 44,39,1
recency_250_baseline,9381,2019,104,1,35 3 34 39 11 9,3 14 38 39 44 48,3 39,2
recency_250_baseline,9382,2020,1,1,35 3 39 34 11 17,8 18 27 45 47 49,,0
recency_250_baseline,9383,2020,2,1,35 3 39 34 11 17,4 10 13 23 43 46,,0
recency_250_baseline,9384,2020,3,1,35 3 34 39 11 17,8 13 28 34 36 46,34,1
recency_250_baseline,9385,2020,4,1,35 3 34 11 39 17,21 24 31 36 38 39,39,1
recency_250_baseline,9386,2020,5,1,35 3 34 39 11 17,2 8 15 18 25 43,,0
recency_250_baseline,9387,2020,6,1,35 3 34 39 11 17,4 6 10 16 30 42,,0
recency_250_baseline,9388,2020,7,1,35 3 34 39 11 17,8 20 21 36 44 48,,0
recency_250_baseline,9389,2020,8,1,35 3 34 39 11 2,3 16 26 32 38 43,3,1
recency_250_baseline,9390,2020,9,1,35 3 39 34 11 2,10 15 23 32 36 43,,0
recency_250_baseline,9391,2020,10,1,35 3 39 34 32 2,5 9 16 26 28 47,,0
recency_250_baseline,9392,2020,11,1,35 3 39 34 32 2,10 14 36 41 44 49,,0
