"date","draw_number","draw_sum"
"",28,128
"",29,100
"",30,140
"",31,109
"",32,184
"",33,165
"",34,143
"",35,129
"",36,151
"",37,205
"",38,185
"",39,179
"",40,134
"",41,171
"",42,208
"",43,148
"",44,118
"",45,128
"",46,109
"",47,125
"",48,164
"",49,102
"",50,169
"",51,120
"",52,144
"",53,201
"",54,154
"",55,197
"",56,182
"",57,134
"",58,118
"",59,159
"",60,162
"",61,104
"",62,175
"",63,165
"",64,118
"",65,106
"",66,110
"",67,194
"",68,147
"",69,196
"",70,135
"",71,134
"",72,172
"",73,151
"",74,204
"",75,154
"",76,214
"",77,111
"",78,114
"",79,160
"",80,189
"",81,150
"",82,156
"",83,99
"",84,164
"",85,187
"",86,112
"",87,150
"",88,137
"",89,138
"",90,158
"",91,169
"",92,211
"",93,119
"",94,148
"",95,222
"",96,134
"",97,182
"",98,124
"",99,132
"",100,222
"",101,106
"",102,133
"",103,170
"",104,186
"",1,194
"",2,139
"",3,165
"",4,189
"",5,111
"",6,108
"",7,177
"",8,158
"",9,159
"",10,131
"",11,194
"",12,160
"",13,156
"",14,133
"",15,91
"",16,218
"",17,91
"",18,112
"",19,178
"",20,179
"",21,163
"",22,157
"",23,168
"",24,126
"",25,169
"",26,195
"",27,101
"",28,190
"",29,138
"",30,145
"",31,92
"",32,94
"",33,193
"",34,189
"",35,210
"",36,151
"",37,111
"",38,173
"",39,109
"",40,215
"",41,143
"",42,148
"",43,176
"",44,176
"",45,144
"",46,65
"",47,137
"",48,191
"",49,197
"",50,160
"",51,131
"",52,86
"",53,231
"",54,123
"",55,178
"",56,117
"",57,154
"",58,85
"",59,168
"",60,104
"",61,158
"",62,136
"",63,133
"",64,158
"",65,232
"",66,153
"",67,189
"",68,145
"",69,184
"",70,138
"",71,141
"",72,197
"",73,173
"",74,150
"",75,138
"",76,150
"",77,158
"",78,154
"",79,136
"",80,181
"",81,143
"",82,153
"",83,163
"",84,89
"",85,134
"",86,173
"",87,134
"",88,203
"",89,189
"",90,150
"",91,177
"",92,188
"",93,152
"",94,125
"",95,113
"",96,203
"",97,160
"",98,116
"",99,122
"",100,151
"",101,176
"",102,156
"",103,207
"",104,129
"",105,173
"",0,135
"",1,122
"",2,66
"",3,149
"",4,161
"",5,187
"",6,126
"",7,166
"",8,117
"",9,153
"",10,116
"",11,210
"",12,231
"",13,171
"",14,138
"",15,174
"",16,98
"",17,183
"",18,99
"",19,199
"",20,152
"",21,150
"",22,204
"",23,231
"",24,176
"",25,118
"",26,164
"",27,165
"",28,132
"",29,204
"",30,157
"",31,111
"",32,171
"",33,144
"",34,152
"",35,128
"",36,160
"",37,140
"",38,127
"",39,123
"",40,162
"",41,185
"",42,147
"",43,191
"",44,143
"",45,142
"",46,133
"",47,160
"",48,188
"",49,182
"",50,120
"",51,142
"",52,161
"",53,147
"",54,93
"",55,86
"",56,165
"",57,164
"",58,162
"",59,201
"",60,97
"",61,238
"",62,150
"",63,201
"",64,88
"",65,146
"",66,167
"",67,171
"",68,182
"",69,131
"",70,173
"",71,168
"",72,133
"",73,179
"",74,150
"",75,210
"",76,178
"",77,72
"",78,89
"",79,165
"",80,78
"",81,203
"",82,239
"",83,118
"",84,162
"",85,62
"",86,107
"",87,167
"",88,151
"",89,146
"",90,152
"",91,186
"",92,114
"",93,145
"",94,169
"",95,154
"",96,102
"",97,222
"",98,187
"",99,119
"",100,179
"",101,152
"",102,112
"",103,201
"",0,184
"",1,61
"",2,163
"",3,144
"",4,142
"",5,162
"",6,163
"",7,180
"",8,177
"",9,132
"",10,176
"",11,134
"",12,184
"",13,164
"",14,80
"",15,147
"",16,184
"",17,167
"",18,181
"",19,139
"",20,123
"",21,95
"",22,175
"",23,92
"",24,192
"",25,155
"",26,164
"",27,98
"",28,98
"",29,166
"",30,198
"",31,150
"",32,163
"",33,192
"",34,163
"",35,151
"",36,171
"",37,169
"",38,182
"",39,186
"",40,148
"",41,119
"",42,92
"",43,174
"",44,195
"",45,159
"",46,135
"",47,143
"",48,191
"",49,169
"",50,118
"",51,122
"",52,135
"",53,152
"",54,155
"",55,133
"",56,151
"",57,165
"",58,170
"",59,103
"",60,93
"",61,167
"",62,133
"",63,123
"",64,89
"",65,140
"",66,133
"",67,219
"",68,88
"",69,129
"",70,168
"",71,151
"",72,192
"",73,151
"",74,172
"",75,154
"",76,157
"",77,126
"",78,109
"",79,167
"",80,184
"",81,122
"",82,221
"",83,207
"",84,60
"",85,108
"",86,214
"",87,146
"",88,61
"",89,117
"",90,125
"",91,204
"",92,151
"",93,210
"",94,154
"",95,138
"",96,166
"",97,164
"",98,181
"",99,164
"",100,124
"",101,166
"",102,124
"",103,153
"",0,180
"",1,158
"",2,153
"",3,190
"",4,167
"",5,169
"",6,99
"",7,134
"",8,221
"",9,158
"",10,135
"",11,197
"",12,133
"",13,140
"",14,147
"",15,148
"",16,180
"",17,164
"",18,174
"",19,183
"",20,106
"",21,112
"",22,100
"",23,155
"",24,195
"",25,142
"",26,170
"",27,161
"",28,106
"",29,166
"",30,114
"",31,101
"",32,119
"",33,183
"",34,159
"",35,160
"",36,141
"",37,100
"",38,148
"",39,184
"",40,111
"",41,173
"",42,86
"",43,166
"",44,167
"",45,142
"",46,112
"",47,173
"",48,174
"",49,180
"",50,151
"",51,132
"",52,133
"",53,139
"",54,93
"",55,141
"",56,185
"",57,123
"",58,137
"",59,105
"",60,181
"",61,154
"",62,186
"",63,188
"",64,135
"",65,117
"",66,147
"",67,129
"",68,145
"",69,166
"",70,121
"",71,193
"",72,179
"",73,100
"",74,153
"",75,178
"",76,130
"",77,155
"",78,111
"",79,161
"",80,126
"",81,161
"",82,121
"",83,216
"",84,163
"",85,112
"",86,102
"",87,182
"",88,160
"",89,125
"",90,84
"",91,185
"",92,171
"",93,133
"",94,161
"",95,102
"",96,130
"",97,160
"",98,113
"",99,120
"",100,112
"",101,110
"",102,142
"",103,192
"",104,143
"",1,166
"",2,137
"",3,145
"",4,143
"",5,161
"",6,114
"",7,128
"",8,104
"",9,159
"",10,105
"",11,176
"",12,176
"",13,154
"",14,149
"",15,126
"",16,101
"",17,179
"",18,143
"",19,143
"",20,235
"",21,197
"",22,164
"",23,114
"",24,147
"",25,152
"",26,97
"",27,106
"",28,142
"",29,138
"",30,232
"",31,147
"",32,163
"",33,180
"",34,162
"",35,166
"",36,187
"",37,146
"",38,188
"",39,140
"",40,123
"",41,116
"",42,207
"",43,129
"",44,175
"",45,126
"",46,108
"",47,189
"",48,160
"",49,169
"",50,191
"",51,209
"",52,198
"",53,169
"",54,91
"",55,169
"",56,175
"",57,168
"",58,117
"",59,130
"",60,176
"",61,107
"",62,163
"",63,135
"",64,126
"",65,162
"",66,182
"",67,106
"",68,86
"",69,169
"",70,109
"",71,118
"",72,152
"",73,162
"",74,140
"",75,136
"",76,116
"",77,178
"",78,181
"",79,154
"",80,165
"",81,206
"",82,125
"",83,136
"",84,99
"",85,201
"",86,166
"",87,184
"",88,151
"",89,144
"",90,191
"",91,161
"",92,220
"",93,180
"",94,153
"",95,135
"",96,149
"",97,149
"",98,136
"",99,159
"",100,100
"",101,135
"",102,144
"",103,215
"",104,118
"",1,168
"",2,184
"",3,157
"",4,166
"",5,183
"",6,125
"",7,173
"",8,173
"",9,181
"",10,111
"",11,168
"",12,133
"",13,177
"",14,88
"",15,207
"",16,210
"",17,196
"",18,108
"",19,161
"",20,128
"",21,160
"",22,170
"",23,168
"",24,164
"",25,164
"",26,152
"",27,201
"",28,146
"",29,185
"",30,150
"",31,132
"",32,163
"",33,189
"",34,138
"",35,167
"",36,136
"",37,204
"",38,105
"",39,104
"",40,116
"",41,155
"",42,122
"",43,182
"",44,137
"",45,140
"",46,182
"",47,156
"",48,197
"",49,106
"",50,131
"",51,142
"",52,140
"",53,86
"",54,145
"",55,164
"",56,155
"",57,92
"",58,122
"",59,216
"",60,115
"",61,135
"",62,165
"",63,140
"",64,111
"",65,128
"",66,166
"",67,138
"",68,156
"",69,180
"",70,149
"",71,114
"",72,164
"",73,83
"",74,136
"",75,142
"",76,190
"",77,134
"",78,180
"",79,131
"",80,152
"",81,112
"",82,185
"",83,158
"",84,183
"",85,147
"",86,238
"",87,139
"",88,165
"",89,86
"",90,132
"",91,141
"",92,194
"",93,138
"",94,172
"",95,140
"",96,143
"",97,104
"",98,181
"",99,85
"",100,91
"",101,173
"",102,153
"",103,84
"",104,182
"",105,174
"2026-01-04",0,180
"2026-01-08",1,181
"2026-01-11",2,133
"2026-01-15",3,143
"2026-01-18",4,182
"2026-01-22",5,104
"2026-01-25",6,149
"2026-01-29",7,181
"2026-02-01",8,182
"2026-02-05",9,105
"2026-02-08",10,178
"2026-02-12",11,176
"2026-02-15",12,164
"2026-02-19",13,221
"2026-02-22",14,196
"2026-02-26",15,142
"2026-03-01",16,151
"2026-03-05",17,159
"2026-03-08",18,123
"2026-03-12",19,130
"2026-03-15",20,149
"2026-03-19",21,208
"2026-03-22",22,174
"2026-03-26",23,129
"2026-03-29",24,177
"2026-04-02",25,181
"2026-04-05",26,58
"2026-04-09",27,134
"2026-04-12",28,99
"2026-04-16",29,185
"2026-04-19",30,193
"2026-04-23",31,89
"2026-04-26",32,149
"2026-04-30",33,116
"2026-05-03",34,155
"2026-05-07",35,135
"2026-05-10",36,151
"2026-05-14",37,136
"2026-05-17",38,140
"2026-05-21",39,173
"2026-05-24",40,189
"2026-05-28",41,103
"2026-05-31",42,185
"2026-06-04",43,179
"2026-06-07",44,148
"2026-06-11",45,90
"2026-06-14",46,101
"2026-06-18",47,187
"2026-06-21",48,140
"2026-06-25",49,201
"2026-06-28",50,129
"2026-07-02",51,118
"2026-07-05",52,149
